GPU available:  True
GPU available:  True
cuda
sim_read_traces_train_10k_pure
sim_read_traces_val_pure
sliced_traces
sliced_traces_whole
(10000, 5000)
(100, 5000)
(20402, 5000)
Creating datasets...
24758
Start training...
Epoch [1/50], Train Loss: 0.540590, Validation Loss: 0.446562, lr = 0.001, duration = 3.8390
Epoch [2/50], Train Loss: 0.392518, Validation Loss: 0.344912, lr = 0.001, duration = 2.7713
Epoch [3/50], Train Loss: 0.329014, Validation Loss: 0.317226, lr = 0.001, duration = 2.7573
Epoch [4/50], Train Loss: 0.297993, Validation Loss: 0.300267, lr = 0.001, duration = 2.8064
Epoch [5/50], Train Loss: 0.270897, Validation Loss: 0.261737, lr = 0.001, duration = 2.7364
Epoch [6/50], Train Loss: 0.249243, Validation Loss: 0.280029, lr = 0.001, duration = 2.7656
Epoch [7/50], Train Loss: 0.236898, Validation Loss: 0.291358, lr = 0.001, duration = 2.7533
Epoch [8/50], Train Loss: 0.259760, Validation Loss: 0.282060, lr = 0.001, duration = 2.7950
Epoch [9/50], Train Loss: 0.253314, Validation Loss: 0.242498, lr = 0.001, duration = 2.7261
Epoch [10/50], Train Loss: 0.242112, Validation Loss: 0.254526, lr = 0.001, duration = 2.7655
Epoch [11/50], Train Loss: 0.241037, Validation Loss: 0.280324, lr = 0.001, duration = 2.7035
Epoch [12/50], Train Loss: 0.236407, Validation Loss: 0.263763, lr = 0.001, duration = 2.7438
Epoch [13/50], Train Loss: 0.233258, Validation Loss: 0.265532, lr = 0.001, duration = 2.7233
Epoch [14/50], Train Loss: 0.221678, Validation Loss: 0.275461, lr = 0.001, duration = 2.7809
Epoch [15/50], Train Loss: 0.226474, Validation Loss: 0.250343, lr = 0.001, duration = 2.7221
Epoch [16/50], Train Loss: 0.216056, Validation Loss: 0.243298, lr = 0.001, duration = 2.7635
Epoch [17/50], Train Loss: 0.214812, Validation Loss: 0.245008, lr = 0.001, duration = 2.7302
Epoch [18/50], Train Loss: 0.206913, Validation Loss: 0.249000, lr = 0.001, duration = 2.7452
Epoch [19/50], Train Loss: 0.198745, Validation Loss: 0.265317, lr = 0.001, duration = 2.7529
Epoch [20/50], Train Loss: 0.200949, Validation Loss: 0.262187, lr = 0.001, duration = 2.8037
Epoch [21/50], Train Loss: 0.184968, Validation Loss: 0.210764, lr = 0.001, duration = 2.7505
Epoch [22/50], Train Loss: 0.168053, Validation Loss: 0.212832, lr = 0.001, duration = 2.7753
Epoch [23/50], Train Loss: 0.166155, Validation Loss: 0.274831, lr = 0.001, duration = 2.7424
Epoch [24/50], Train Loss: 0.176750, Validation Loss: 0.181604, lr = 0.001, duration = 2.7760
Epoch [25/50], Train Loss: 0.164638, Validation Loss: 0.160883, lr = 0.001, duration = 2.6973
Epoch [26/50], Train Loss: 0.153000, Validation Loss: 0.196819, lr = 0.001, duration = 2.7513
Epoch [27/50], Train Loss: 0.139913, Validation Loss: 0.149479, lr = 0.001, duration = 2.7263
Epoch [28/50], Train Loss: 0.133787, Validation Loss: 0.146514, lr = 0.001, duration = 2.7086
Epoch [29/50], Train Loss: 0.134714, Validation Loss: 0.170798, lr = 0.001, duration = 2.7569
Epoch [30/50], Train Loss: 0.140155, Validation Loss: 0.124242, lr = 0.001, duration = 2.7570
Epoch [31/50], Train Loss: 0.143987, Validation Loss: 0.243230, lr = 0.001, duration = 2.7613
Epoch [32/50], Train Loss: 0.147011, Validation Loss: 0.164258, lr = 0.001, duration = 2.7356
Epoch [33/50], Train Loss: 0.138204, Validation Loss: 0.132836, lr = 0.001, duration = 2.7842
Epoch [34/50], Train Loss: 0.129598, Validation Loss: 0.149509, lr = 0.001, duration = 2.7349
Epoch [35/50], Train Loss: 0.130201, Validation Loss: 0.119878, lr = 0.001, duration = 2.8434
Epoch [36/50], Train Loss: 0.125268, Validation Loss: 0.142566, lr = 0.001, duration = 2.7616
Epoch [37/50], Train Loss: 0.129177, Validation Loss: 0.126595, lr = 0.001, duration = 2.7489
Epoch [38/50], Train Loss: 0.119947, Validation Loss: 0.185032, lr = 0.001, duration = 2.7496
Epoch [39/50], Train Loss: 0.125843, Validation Loss: 0.148898, lr = 0.001, duration = 2.7735
Epoch [40/50], Train Loss: 0.124732, Validation Loss: 0.123874, lr = 0.001, duration = 2.7541
Epoch [41/50], Train Loss: 0.122645, Validation Loss: 0.114751, lr = 0.001, duration = 2.7512
Epoch [42/50], Train Loss: 0.129476, Validation Loss: 0.123199, lr = 0.001, duration = 2.7716
Epoch [43/50], Train Loss: 0.133752, Validation Loss: 0.183087, lr = 0.001, duration = 2.7781
Epoch [44/50], Train Loss: 0.133334, Validation Loss: 0.128977, lr = 0.001, duration = 2.7904
Epoch [45/50], Train Loss: 0.126769, Validation Loss: 0.194071, lr = 0.001, duration = 2.7475
Epoch [46/50], Train Loss: 0.131730, Validation Loss: 0.144749, lr = 0.001, duration = 2.7621
Epoch [47/50], Train Loss: 0.120756, Validation Loss: 0.138714, lr = 0.001, duration = 2.7580
Epoch [48/50], Train Loss: 0.114485, Validation Loss: 0.104750, lr = 0.001, duration = 2.7105
Epoch [49/50], Train Loss: 0.108924, Validation Loss: 0.139320, lr = 0.001, duration = 2.7447
Epoch [50/50], Train Loss: 0.112177, Validation Loss: 0.120012, lr = 0.001, duration = 2.7531

Finished Training in 140.6

Figures saved
Figures saved
Saving model parameters...
done
