GPU available:  True
GPU available:  True
cuda
sim_read_traces_train_20k_pure
sim_read_traces_val_pure
sliced_traces
sliced_traces_whole
(20000, 5000)
(100, 5000)
(20402, 5000)
Creating datasets...
20086
Start training...
Epoch [1/50], Train Loss: 0.368969, Validation Loss: 0.312616, lr = 0.001, duration = 6.3479
Epoch [2/50], Train Loss: 0.284612, Validation Loss: 0.306904, lr = 0.001, duration = 6.1163
Epoch [3/50], Train Loss: 0.273797, Validation Loss: 0.269406, lr = 0.001, duration = 5.9479
Epoch [4/50], Train Loss: 0.265754, Validation Loss: 0.281551, lr = 0.001, duration = 5.9193
Epoch [5/50], Train Loss: 0.258587, Validation Loss: 0.275373, lr = 0.001, duration = 5.9388
Epoch [6/50], Train Loss: 0.250710, Validation Loss: 0.292305, lr = 0.001, duration = 5.8994
Epoch [7/50], Train Loss: 0.242979, Validation Loss: 0.278515, lr = 0.001, duration = 5.9309
Epoch [8/50], Train Loss: 0.232846, Validation Loss: 0.256307, lr = 0.001, duration = 5.8724
Epoch [9/50], Train Loss: 0.226766, Validation Loss: 0.270272, lr = 0.001, duration = 5.8888
Epoch [10/50], Train Loss: 0.223449, Validation Loss: 0.253264, lr = 0.001, duration = 5.9007
Epoch [11/50], Train Loss: 0.219543, Validation Loss: 0.270786, lr = 0.001, duration = 5.9195
Epoch [12/50], Train Loss: 0.215193, Validation Loss: 0.280918, lr = 0.001, duration = 6.0032
Epoch [13/50], Train Loss: 0.213304, Validation Loss: 0.263948, lr = 0.001, duration = 5.8084
Epoch [14/50], Train Loss: 0.210438, Validation Loss: 0.310002, lr = 0.001, duration = 5.8786
Epoch [15/50], Train Loss: 0.206391, Validation Loss: 0.297136, lr = 0.001, duration = 5.8349
Epoch [16/50], Train Loss: 0.206405, Validation Loss: 0.275647, lr = 0.001, duration = 5.8749
Epoch [17/50], Train Loss: 0.203925, Validation Loss: 0.242928, lr = 0.001, duration = 5.8289
Epoch [18/50], Train Loss: 0.200804, Validation Loss: 0.269278, lr = 0.001, duration = 5.8855
Epoch [19/50], Train Loss: 0.199604, Validation Loss: 0.308501, lr = 0.001, duration = 5.9459
Epoch [20/50], Train Loss: 0.191373, Validation Loss: 0.246790, lr = 0.001, duration = 5.8542
Epoch [21/50], Train Loss: 0.181188, Validation Loss: 0.245018, lr = 0.001, duration = 5.8891
Epoch [22/50], Train Loss: 0.177487, Validation Loss: 0.221116, lr = 0.001, duration = 5.8827
Epoch [23/50], Train Loss: 0.172212, Validation Loss: 0.216232, lr = 0.001, duration = 5.8436
Epoch [24/50], Train Loss: 0.171139, Validation Loss: 0.215696, lr = 0.001, duration = 5.8570
Epoch [25/50], Train Loss: 0.165916, Validation Loss: 0.225914, lr = 0.001, duration = 5.8395
Epoch [26/50], Train Loss: 0.161431, Validation Loss: 0.224023, lr = 0.001, duration = 5.8463
Epoch [27/50], Train Loss: 0.159699, Validation Loss: 0.219539, lr = 0.001, duration = 5.8874
Epoch [28/50], Train Loss: 0.157105, Validation Loss: 0.205655, lr = 0.001, duration = 5.8106
Epoch [29/50], Train Loss: 0.155018, Validation Loss: 0.199822, lr = 0.001, duration = 5.8319
Epoch [30/50], Train Loss: 0.155964, Validation Loss: 0.206440, lr = 0.001, duration = 5.9090
Epoch [31/50], Train Loss: 0.150072, Validation Loss: 0.175924, lr = 0.001, duration = 5.8779
Epoch [32/50], Train Loss: 0.151497, Validation Loss: 0.193539, lr = 0.001, duration = 5.9479
Epoch [33/50], Train Loss: 0.150553, Validation Loss: 0.170489, lr = 0.001, duration = 5.9401
Epoch [34/50], Train Loss: 0.151228, Validation Loss: 0.169305, lr = 0.001, duration = 5.9534
Epoch [35/50], Train Loss: 0.152614, Validation Loss: 0.155721, lr = 0.001, duration = 5.8244
Epoch [36/50], Train Loss: 0.149952, Validation Loss: 0.214879, lr = 0.001, duration = 5.8613
Epoch [37/50], Train Loss: 0.147576, Validation Loss: 0.192395, lr = 0.001, duration = 5.8092
Epoch [38/50], Train Loss: 0.149833, Validation Loss: 0.194641, lr = 0.001, duration = 5.9885
Epoch [39/50], Train Loss: 0.146364, Validation Loss: 0.270742, lr = 0.001, duration = 5.9304
Epoch [40/50], Train Loss: 0.143035, Validation Loss: 0.147849, lr = 0.001, duration = 5.9127
Epoch [41/50], Train Loss: 0.138260, Validation Loss: 0.137493, lr = 0.001, duration = 5.9323
Epoch [42/50], Train Loss: 0.138756, Validation Loss: 0.155288, lr = 0.001, duration = 5.7221
Epoch [43/50], Train Loss: 0.137484, Validation Loss: 0.155769, lr = 0.001, duration = 5.9271
Epoch [44/50], Train Loss: 0.129991, Validation Loss: 0.131029, lr = 0.001, duration = 5.9800
Epoch [45/50], Train Loss: 0.128433, Validation Loss: 0.133990, lr = 0.001, duration = 5.8577
Epoch [46/50], Train Loss: 0.127284, Validation Loss: 0.101548, lr = 0.001, duration = 5.9491
Epoch [47/50], Train Loss: 0.124635, Validation Loss: 0.154388, lr = 0.001, duration = 5.9798
Epoch [48/50], Train Loss: 0.127172, Validation Loss: 0.124522, lr = 0.001, duration = 5.8160
Epoch [49/50], Train Loss: 0.125452, Validation Loss: 0.128713, lr = 0.001, duration = 5.9043
Epoch [50/50], Train Loss: 0.122964, Validation Loss: 0.154993, lr = 0.001, duration = 5.8402

Finished Training in 296.0

Figures saved
Figures saved
Saving model parameters...
done
