GPU available:  True
cuda
(100, 8192)
(100, 8192)
20086
noise sigs:  [0.01   0.2575 0.505  0.7525 1.    ]
Noise Sigma:  0.01
Creating datasets...
Start training...
Epoch [1/250], Train Loss: 0.6933, Validation Loss: 0.6907
Epoch [2/250], Train Loss: 0.6929, Validation Loss: 0.6904
Epoch [3/250], Train Loss: 0.6926, Validation Loss: 0.6902
Epoch [4/250], Train Loss: 0.6924, Validation Loss: 0.6900
Epoch [5/250], Train Loss: 0.6922, Validation Loss: 0.6900
Epoch [6/250], Train Loss: 0.6921, Validation Loss: 0.6899
Epoch [7/250], Train Loss: 0.6920, Validation Loss: 0.6898
Epoch [8/250], Train Loss: 0.6919, Validation Loss: 0.6897
Epoch [9/250], Train Loss: 0.6918, Validation Loss: 0.6895
Epoch [10/250], Train Loss: 0.6915, Validation Loss: 0.6892
Epoch [11/250], Train Loss: 0.6912, Validation Loss: 0.6887
Epoch [12/250], Train Loss: 0.6906, Validation Loss: 0.6879
Epoch [13/250], Train Loss: 0.6898, Validation Loss: 0.6868
Epoch [14/250], Train Loss: 0.6886, Validation Loss: 0.6853
Epoch [15/250], Train Loss: 0.6870, Validation Loss: 0.6833
Epoch [16/250], Train Loss: 0.6849, Validation Loss: 0.6812
Epoch [17/250], Train Loss: 0.6827, Validation Loss: 0.6788
Epoch [18/250], Train Loss: 0.6802, Validation Loss: 0.6760
Epoch [19/250], Train Loss: 0.6774, Validation Loss: 0.6732
Epoch [20/250], Train Loss: 0.6746, Validation Loss: 0.6701
Epoch [21/250], Train Loss: 0.6714, Validation Loss: 0.6666
Epoch [22/250], Train Loss: 0.6678, Validation Loss: 0.6625
Epoch [23/250], Train Loss: 0.6635, Validation Loss: 0.6578
Epoch [24/250], Train Loss: 0.6587, Validation Loss: 0.6524
Epoch [25/250], Train Loss: 0.6532, Validation Loss: 0.6462
Epoch [26/250], Train Loss: 0.6468, Validation Loss: 0.6391
Epoch [27/250], Train Loss: 0.6395, Validation Loss: 0.6307
Epoch [28/250], Train Loss: 0.6308, Validation Loss: 0.6208
Epoch [29/250], Train Loss: 0.6206, Validation Loss: 0.6091
Epoch [30/250], Train Loss: 0.6085, Validation Loss: 0.5951
Epoch [31/250], Train Loss: 0.5940, Validation Loss: 0.5783
Epoch [32/250], Train Loss: 0.5766, Validation Loss: 0.5575
Epoch [33/250], Train Loss: 0.5543, Validation Loss: 0.5295
Epoch [34/250], Train Loss: 0.5221, Validation Loss: 0.4788
Epoch [35/250], Train Loss: 0.4527, Validation Loss: 0.3414
Epoch [36/250], Train Loss: 0.3001, Validation Loss: 0.2244
Epoch [37/250], Train Loss: 0.1978, Validation Loss: 0.1382
Epoch [38/250], Train Loss: 0.1264, Validation Loss: 0.1018
Epoch [39/250], Train Loss: 0.0939, Validation Loss: 0.0766
Epoch [40/250], Train Loss: 0.0705, Validation Loss: 0.0576
Epoch [41/250], Train Loss: 0.0530, Validation Loss: 0.0431
Epoch [42/250], Train Loss: 0.0398, Validation Loss: 0.0330
Epoch [43/250], Train Loss: 0.0301, Validation Loss: 0.0250
Epoch [44/250], Train Loss: 0.0228, Validation Loss: 0.0183
Epoch [45/250], Train Loss: 0.0167, Validation Loss: 0.0133
Epoch [46/250], Train Loss: 0.0125, Validation Loss: 0.0095
Epoch [47/250], Train Loss: 0.0092, Validation Loss: 0.0076
Epoch [48/250], Train Loss: 0.0080, Validation Loss: 0.0064
Epoch [49/250], Train Loss: 0.0065, Validation Loss: 0.0057
Epoch [50/250], Train Loss: 0.0061, Validation Loss: 0.0055
Epoch [51/250], Train Loss: 0.0056, Validation Loss: 0.0052
Epoch [52/250], Train Loss: 0.0052, Validation Loss: 0.0046
Epoch [53/250], Train Loss: 0.0051, Validation Loss: 0.0040
Epoch [54/250], Train Loss: 0.0051, Validation Loss: 0.0036
Epoch [55/250], Train Loss: 0.0042, Validation Loss: 0.0034
Epoch [56/250], Train Loss: 0.0042, Validation Loss: 0.0033
Epoch [57/250], Train Loss: 0.0039, Validation Loss: 0.0035
Epoch [58/250], Train Loss: 0.0036, Validation Loss: 0.0032
Epoch [59/250], Train Loss: 0.0035, Validation Loss: 0.0030
Epoch [60/250], Train Loss: 0.0034, Validation Loss: 0.0029
Epoch [61/250], Train Loss: 0.0031, Validation Loss: 0.0029
Epoch [62/250], Train Loss: 0.0030, Validation Loss: 0.0027
Epoch [63/250], Train Loss: 0.0029, Validation Loss: 0.0027
Epoch [64/250], Train Loss: 0.0028, Validation Loss: 0.0028
Epoch [65/250], Train Loss: 0.0030, Validation Loss: 0.0026
Epoch [66/250], Train Loss: 0.0027, Validation Loss: 0.0025
Epoch [67/250], Train Loss: 0.0025, Validation Loss: 0.0024
Epoch [68/250], Train Loss: 0.0024, Validation Loss: 0.0024
Epoch [69/250], Train Loss: 0.0023, Validation Loss: 0.0023
Epoch [70/250], Train Loss: 0.0022, Validation Loss: 0.0023
Epoch [71/250], Train Loss: 0.0022, Validation Loss: 0.0022
Epoch [72/250], Train Loss: 0.0021, Validation Loss: 0.0022
Epoch [73/250], Train Loss: 0.0021, Validation Loss: 0.0021
Epoch [74/250], Train Loss: 0.0020, Validation Loss: 0.0021
Epoch [75/250], Train Loss: 0.0020, Validation Loss: 0.0020
Epoch [76/250], Train Loss: 0.0019, Validation Loss: 0.0020
Epoch [77/250], Train Loss: 0.0019, Validation Loss: 0.0020
