GPU available:  True
cuda
(10000, 8192)
(100, 8192)
20086
noise sigs:  [0.1 0.2 0.3 0.4 0.5]
Noise Sigma:  0.1
Creating datasets...
Start training...
Epoch [1/50], Train Loss: 0.6890, Validation Loss: 0.6893
Epoch [2/50], Train Loss: 0.6889, Validation Loss: 0.6894
Epoch [3/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [4/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [5/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [6/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [7/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [8/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [9/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [10/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [11/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [12/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [13/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [14/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [15/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [16/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [17/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [18/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [19/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [20/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [21/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [22/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [23/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [24/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [25/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [26/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [27/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [28/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [29/50], Train Loss: 0.6889, Validation Loss: 0.6894
Epoch [30/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [31/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [32/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [33/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [34/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [35/50], Train Loss: 0.6889, Validation Loss: 0.6894
Epoch [36/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [37/50], Train Loss: 0.6889, Validation Loss: 0.6894
Epoch [38/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [39/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [40/50], Train Loss: 0.6889, Validation Loss: 0.6894
Epoch [41/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [42/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [43/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [44/50], Train Loss: 0.6889, Validation Loss: 0.6894
Epoch [45/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [46/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [47/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [48/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [49/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [50/50], Train Loss: 0.6889, Validation Loss: 0.6893

Finished Training in 449.0

Noise Sigma:  0.2
Creating datasets...
Start training...
Epoch [1/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [2/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [3/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [4/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [5/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [6/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [7/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [8/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [9/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [10/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [11/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [12/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [13/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [14/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [15/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [16/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [17/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [18/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [19/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [20/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [21/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [22/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [23/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [24/50], Train Loss: 0.6889, Validation Loss: 0.6893
Epoch [25/50], Train Loss: 0.6889, Validation Loss: 0.6893
