GPU available:  True
GPU available:  True
cuda
sim_read_traces_train_20k_pure
sim_read_traces_val_pure
sliced_traces
sliced_traces_whole
(20000, 5000)
(100, 5000)
(20402, 5000)
Creating datasets...
24758
Start training...
Epoch [1/50], Train Loss: 0.328180, Validation Loss: 0.261928, lr = 0.001, duration = 6.4284
Epoch [2/50], Train Loss: 0.261854, Validation Loss: 0.246645, lr = 0.001, duration = 5.9668
Epoch [3/50], Train Loss: 0.253512, Validation Loss: 0.255453, lr = 0.001, duration = 5.9863
Epoch [4/50], Train Loss: 0.228490, Validation Loss: 0.228240, lr = 0.001, duration = 5.9503
Epoch [5/50], Train Loss: 0.213889, Validation Loss: 0.252821, lr = 0.001, duration = 5.9328
Epoch [6/50], Train Loss: 0.199879, Validation Loss: 0.241824, lr = 0.001, duration = 5.8193
Epoch [7/50], Train Loss: 0.197474, Validation Loss: 0.198168, lr = 0.001, duration = 5.7805
Epoch [8/50], Train Loss: 0.190528, Validation Loss: 0.208727, lr = 0.001, duration = 5.8478
Epoch [9/50], Train Loss: 0.190705, Validation Loss: 0.252685, lr = 0.001, duration = 5.8863
Epoch [10/50], Train Loss: 0.190798, Validation Loss: 0.249573, lr = 0.001, duration = 5.7500
Epoch [11/50], Train Loss: 0.193600, Validation Loss: 0.194709, lr = 0.001, duration = 5.9061
Epoch [12/50], Train Loss: 0.182013, Validation Loss: 0.214253, lr = 0.001, duration = 5.8955
Epoch [13/50], Train Loss: 0.177560, Validation Loss: 0.218126, lr = 0.001, duration = 5.9398
Epoch [14/50], Train Loss: 0.181620, Validation Loss: 0.224853, lr = 0.001, duration = 5.8956
Epoch [15/50], Train Loss: 0.172138, Validation Loss: 0.206605, lr = 0.001, duration = 5.8080
Epoch [16/50], Train Loss: 0.166050, Validation Loss: 0.213469, lr = 0.001, duration = 5.8950
Epoch [17/50], Train Loss: 0.169675, Validation Loss: 0.204924, lr = 0.001, duration = 6.0047
Epoch [18/50], Train Loss: 0.165266, Validation Loss: 0.206716, lr = 0.001, duration = 5.9146
Epoch [19/50], Train Loss: 0.169565, Validation Loss: 0.247063, lr = 0.001, duration = 5.9184
Epoch [20/50], Train Loss: 0.176872, Validation Loss: 0.213383, lr = 0.001, duration = 5.7795
Epoch [21/50], Train Loss: 0.196447, Validation Loss: 0.270651, lr = 0.001, duration = 5.8921
Epoch [22/50], Train Loss: 0.204007, Validation Loss: 0.241169, lr = 0.001, duration = 5.9064
Epoch [23/50], Train Loss: 0.204150, Validation Loss: 0.289541, lr = 0.001, duration = 5.8365
Epoch [24/50], Train Loss: 0.207102, Validation Loss: 0.225755, lr = 0.001, duration = 5.8385
Epoch [25/50], Train Loss: 0.200379, Validation Loss: 0.246613, lr = 0.001, duration = 5.8842
Epoch [26/50], Train Loss: 0.199955, Validation Loss: 0.228310, lr = 0.001, duration = 5.9558
Epoch [27/50], Train Loss: 0.190352, Validation Loss: 0.223587, lr = 0.001, duration = 5.9516
Epoch [28/50], Train Loss: 0.213171, Validation Loss: 0.243325, lr = 0.001, duration = 5.9303
Epoch [29/50], Train Loss: 0.225355, Validation Loss: 0.258971, lr = 0.001, duration = 5.9747
Epoch [30/50], Train Loss: 0.224378, Validation Loss: 0.267206, lr = 0.001, duration = 5.8811
Epoch [31/50], Train Loss: 0.208041, Validation Loss: 0.244466, lr = 0.001, duration = 5.8947
Epoch [32/50], Train Loss: 0.201790, Validation Loss: 0.233945, lr = 0.001, duration = 5.9283
Epoch [33/50], Train Loss: 0.193076, Validation Loss: 0.219879, lr = 0.001, duration = 5.8116
Epoch [34/50], Train Loss: 0.187058, Validation Loss: 0.223394, lr = 0.001, duration = 5.8780
Epoch [35/50], Train Loss: 0.185511, Validation Loss: 0.212161, lr = 0.001, duration = 5.8482
Epoch [36/50], Train Loss: 0.183651, Validation Loss: 0.174833, lr = 0.001, duration = 5.8504
Epoch [37/50], Train Loss: 0.184214, Validation Loss: 0.209765, lr = 0.001, duration = 5.8051
Epoch [38/50], Train Loss: 0.180900, Validation Loss: 0.222859, lr = 0.001, duration = 5.8288
Epoch [39/50], Train Loss: 0.181487, Validation Loss: 0.186099, lr = 0.001, duration = 5.8893
Epoch [40/50], Train Loss: 0.175747, Validation Loss: 0.196225, lr = 0.001, duration = 5.8775
Epoch [41/50], Train Loss: 0.174148, Validation Loss: 0.224621, lr = 0.001, duration = 5.8871
Epoch [42/50], Train Loss: 0.191309, Validation Loss: 0.253224, lr = 0.001, duration = 5.8363
Epoch [43/50], Train Loss: 0.180708, Validation Loss: 0.205627, lr = 0.001, duration = 5.8623
Epoch [44/50], Train Loss: 0.178549, Validation Loss: 0.226624, lr = 0.001, duration = 5.8869
Epoch [45/50], Train Loss: 0.182987, Validation Loss: 0.223341, lr = 0.001, duration = 5.9047
Epoch [46/50], Train Loss: 0.182125, Validation Loss: 0.201307, lr = 0.001, duration = 5.8799
Epoch [47/50], Train Loss: 0.192021, Validation Loss: 0.262309, lr = 0.001, duration = 5.7208
Epoch [48/50], Train Loss: 0.213058, Validation Loss: 0.248044, lr = 0.001, duration = 5.8341
Epoch [49/50], Train Loss: 0.201443, Validation Loss: 0.247529, lr = 0.001, duration = 5.9199
Epoch [50/50], Train Loss: 0.205907, Validation Loss: 0.241420, lr = 0.001, duration = 5.9236

Finished Training in 295.4

Figures saved
Figures saved
Saving model parameters...
done
